Date,Visitor,VisitorPts,Home,HomePts
10/30/2013,POR,113,IND,118
10/30/2013,TOR,105,LAC,118
10/30/2013,MIN,91,NOP,98
10/30/2013,DEN,90,NYK,117
10/30/2013,OKC,102,ORL,103
10/30/2013,LAL,112,PHI,98
10/30/2013,CLE,115,WAS,113
10/30/2013,MEM,79,ATL,76
10/30/2013,SAS,104,CHA,100
10/30/2013,DEN,109,DET,126
10/30/2013,HOU,101,MIL,95
10/30/2013,POR,117,MIN,110
10/30/2013,GSW,109,PHO,122
10/30/2013,MIA,89,UTA,94
10/30/2013,DAL,102,BOS,91
10/30/2013,NOP,81,BRK,93
10/30/2013,MEM,83,CLE,91
10/30/2013,PHI,78,LAC,123
10/30/2013,CHI,92,LAL,86
10/30/2013,NYK,100,OKC,112
10/30/2013,IND,92,ORL,93
10/30/2013,SAC,84,WAS,93
10/30/2013,SAS,100,DET,109
10/30/2013,PHI,80,GSW,123
10/30/2013,DEN,80,IND,119
10/30/2013,BOS,102,MIL,86
10/30/2013,HOU,107,MIN,89
10/30/2013,NOP,101,TOR,108
10/30/2013,DAL,89,CHA,114
10/30/2013,ATL,85,CHI,100
10/30/2013,SAC,99,CLE,109
10/30/2013,UTA,96,LAL,79
10/30/2013,WAS,89,MEM,92
10/30/2013,MIA,103,PHO,97
10/30/2013,OKC,98,POR,95
10/30/2013,SAS,104,BOS,92
10/30/2013,CHA,89,BRK,105
10/30/2013,CLE,93,DET,89
10/30/2013,MIA,111,GSW,110
10/30/2013,WAS,112,HOU,113
10/30/2013,DAL,81,IND,73
10/30/2013,POR,117,LAC,122
10/30/2013,NOP,102,MIL,98
10/30/2013,DEN,90,MIN,117
10/30/2013,SAC,106,NYK,101
10/30/2013,MEM,86,ORL,81
10/30/2013,ATL,83,TOR,104
10/30/2013,PHI,100,UTA,105
10/30/2013,BRK,76,CHI,92
10/30/2013,OKC,107,LAL,103
10/30/2013,MIA,117,DAL,106
10/30/2013,PHO,112,DEN,107
10/30/2013,CHA,108,DET,96
10/30/2013,ATL,98,IND,108
10/30/2013,SAS,113,LAC,103
10/30/2013,NYK,93,MEM,98
10/30/2013,ORL,100,MIL,104
10/30/2013,CLE,114,PHI,85
10/30/2013,TOR,103,WAS,93
10/30/2013,WAS,114,ATL,97
10/30/2013,DET,98,CHA,116
10/30/2013,ORL,93,CLE,101
10/30/2013,HOU,134,LAL,108
10/30/2013,IND,91,MIN,104
10/30/2013,NYK,98,NOP,91
10/30/2013,BOS,94,PHO,100
10/30/2013,SAS,111,POR,109
10/30/2013,GSW,101,SAC,92
10/30/2013,CHI,94,TOR,92
10/30/2013,BRK,105,UTA,99
10/30/2013,HOU,99,GSW,102
10/30/2013,DEN,101,MIL,90
10/30/2013,MIA,103,OKC,81
10/30/2013,NOP,87,CHA,90
10/30/2013,DEN,89,CHI,117
10/30/2013,ATL,107,DET,115
10/30/2013,BOS,92,LAL,101
10/30/2013,LAC,96,MEM,102
10/30/2013,NYK,121,ORL,129
10/30/2013,DAL,124,PHI,112
10/30/2013,SAS,85,PHO,106
10/30/2013,UTA,94,POR,102
10/30/2013,CLE,91,TOR,98
10/30/2013,NYK,98,ATL,107
10/30/2013,MEM,89,CHA,92
10/30/2013,DAL,113,DET,102
10/30/2013,BRK,86,GSW,93
10/30/2013,IND,110,MIL,100
10/30/2013,BOS,98,SAC,105
10/30/2013,MIN,121,UTA,104
10/30/2013,NOP,93,WAS,94
10/30/2013,WAS,96,CLE,83
10/30/2013,SAC,109,DEN,95
10/30/2013,BRK,108,LAL,102
10/30/2013,CHI,79,MIA,93
10/30/2013,LAC,125,OKC,117
10/30/2013,HOU,115,PHO,112
10/30/2013,MIN,97,POR,108
10/30/2013,ORL,90,TOR,105
10/30/2013,GSW,104,DET,96
10/30/2013,LAC,123,NOP,110
10/30/2013,DAL,110,NYK,108
10/30/2013,MIL,130,PHI,110
10/30/2013,BOS,98,UTA,110
10/30/2013,CHI,107,ATL,103
10/30/2013,TOR,99,CLE,93
10/30/2013,POR,100,DEN,95
10/30/2013,LAL,98,IND,118
10/30/2013,MIN,110,PHO,101
10/30/2013,HOU,129,SAC,103
10/30/2013,ORL,106,WAS,115
10/30/2013,ATL,104,BOS,115
10/30/2013,GSW,83,CHI,103
10/30/2013,NOP,89,DAL,108
10/30/2013,HOU,93,LAC,101
10/30/2013,LAL,103,MEM,108
10/30/2013,CLE,114,OKC,104
10/30/2013,ORL,101,PHI,90
10/30/2013,BRK,80,POR,124
10/30/2013,DET,110,SAS,120
10/30/2013,PHO,86,UTA,109
10/30/2013,BRK,112,DEN,89
10/30/2013,MIL,96,IND,101
10/30/2013,NYK,82,MIA,108
10/30/2013,WAS,134,TOR,129
10/30/2013,UTA,79,CLE,99
10/30/2013,CHI,100,DAL,91
10/30/2013,SAC,122,LAL,126
10/30/2013,GSW,126,NYK,103
10/30/2013,MEM,107,OKC,113
10/30/2013,NOP,104,PHO,116
10/30/2013,CHA,82,SAS,92
10/30/2013,IND,102,BOS,97
10/30/2013,DET,110,HOU,118
10/30/2013,NOP,76,LAC,108
10/30/2013,CLE,96,MEM,110
10/30/2013,ORL,98,MIA,112
10/30/2013,BRK,107,MIL,98
10/30/2013,WAS,122,PHI,103
10/30/2013,DEN,96,POR,102
10/30/2013,MIN,108,SAC,97
10/30/2013,NYK,90,CHI,109
10/30/2013,UTA,91,IND,94
10/30/2013,CHA,99,OKC,116
10/30/2013,PHI,81,ORL,92
10/30/2013,ATL,120,PHO,129
10/30/2013,DAL,106,SAS,112
10/30/2013,GSW,98,TOR,104
10/30/2013,CHI,80,BRK,96
10/30/2013,MIN,132,DEN,128
10/30/2013,NYK,85,DET,96
10/30/2013,CHA,107,MIA,124
10/30/2013,UTA,88,MIL,114
10/30/2013,LAL,107,POR,106
10/30/2013,NOP,89,SAC,96
10/30/2013,MEM,110,WAS,104
10/30/2013,SAS,122,CLE,101
10/30/2013,MIA,103,HOU,106
10/30/2013,GSW,98,IND,96
10/30/2013,NOP,132,LAL,125
10/30/2013,PHI,92,OKC,125
10/30/2013,LAC,104,PHO,96
10/30/2013,GSW,108,BOS,88
10/30/2013,MEM,94,BRK,103
10/30/2013,IND,87,CHA,109
10/30/2013,DAL,110,DEN,115
10/30/2013,CHI,105,DET,94
10/30/2013,SAC,116,MIL,102
10/30/2013,NYK,118,MIN,106
10/30/2013,HOU,101,ORL,89
10/30/2013,ATL,78,POR,102
10/30/2013,UTA,91,WAS,104
10/30/2013,LAC,142,LAL,94
10/30/2013,OKC,122,PHO,128
10/30/2013,MIA,87,SAS,111
10/30/2013,BRK,84,BOS,91
10/30/2013,CLE,92,CHA,101
10/30/2013,MEM,85,CHI,77
10/30/2013,POR,98,DAL,103
10/30/2013,LAL,126,DEN,134
10/30/2013,ATL,97,GSW,111
10/30/2013,IND,86,HOU,112
10/30/2013,DET,101,MIN,114
10/30/2013,MIL,104,NOP,112
10/30/2013,UTA,81,NYK,108
10/30/2013,SAC,87,TOR,99
10/30/2013,NYK,107,CLE,97
10/30/2013,ATL,108,LAC,109
10/30/2013,CHA,89,MEM,111
10/30/2013,WAS,114,MIL,107
10/30/2013,UTA,104,PHI,92
10/30/2013,ORL,112,SAS,121
10/30/2013,DET,111,BOS,118
10/30/2013,SAC,89,BRK,104
10/30/2013,MIA,88,CHI,95
10/30/2013,IND,94,DAL,105
10/30/2013,PHO,107,GSW,113
10/30/2013,POR,113,HOU,118
10/30/2013,OKC,110,LAL,114
10/30/2013,TOR,111,MIN,104
10/30/2013,DEN,107,NOP,111
10/30/2013,TOR,97,BRK,101
10/30/2013,DEN,98,CHA,105
10/30/2013,PHO,105,LAC,112
10/30/2013,WAS,90,MIA,99
10/30/2013,ORL,98,MIL,105
10/30/2013,PHI,110,NYK,123
10/30/2013,ATL,112,UTA,110
10/30/2013,SAS,104,CHI,96
10/30/2013,SAC,89,DET,99
10/30/2013,DAL,85,GSW,108
10/30/2013,BOS,83,IND,94
10/30/2013,POR,99,MEM,109
10/30/2013,MIL,101,MIN,112
10/30/2013,HOU,98,OKC,106
10/30/2013,NYK,116,BOS,92
10/30/2013,GSW,98,LAC,111
10/30/2013,BRK,96,MIA,95
10/30/2013,MEM,90,NOP,88
10/30/2013,DEN,120,ORL,112
10/30/2013,SAC,115,PHI,98
10/30/2013,CLE,110,PHO,101
10/30/2013,POR,90,SAS,103
10/30/2013,DET,87,TOR,101
10/30/2013,DAL,108,UTA,101
10/30/2013,CHA,98,WAS,85
10/30/2013,MIL,97,ATL,102
10/30/2013,HOU,87,CHI,111
10/30/2013,LAL,102,OKC,131
10/30/2013,PHO,87,BOS,80
10/30/2013,MIN,93,CHA,105
10/30/2013,CLE,103,GSW,94
10/30/2013,DEN,111,MIA,107
10/30/2013,POR,111,NOP,103
10/30/2013,WAS,105,ORL,101
10/30/2013,IND,101,PHI,94
10/30/2013,LAL,85,SAS,119
10/30/2013,MEM,86,TOR,99
10/30/2013,LAC,96,UTA,87
10/30/2013,DEN,92,ATL,97
10/30/2013,SAC,87,CHI,94
10/30/2013,IND,112,DET,104
10/30/2013,MIL,94,NYK,115
10/30/2013,MEM,103,PHI,77
10/30/2013,BRK,94,WAS,101
10/30/2013,CLE,80,LAC,102
10/30/2013,HOU,104,MIA,113
10/30/2013,CHA,101,MIL,92
10/30/2013,SAC,102,MIN,104
10/30/2013,BOS,120,NOP,121
10/30/2013,DAL,109,OKC,86
10/30/2013,GSW,113,POR,112
10/30/2013,UTA,104,SAS,122
10/30/2013,PHO,121,TOR,113
10/30/2013,PHO,95,BRK,108
10/30/2013,ATL,97,CHA,83
10/30/2013,OKC,97,CHI,85
10/30/2013,BOS,89,DAL,94
10/30/2013,LAC,100,DEN,110
10/30/2013,UTA,86,HOU,124
10/30/2013,PHI,90,IND,99
10/30/2013,TOR,113,ATL,118
10/30/2013,MIA,100,CLE,96
10/30/2013,ORL,89,GSW,103
10/30/2013,MIL,115,POR,120
10/30/2013,WAS,111,SAC,117
10/30/2013,MIA,96,BOS,101
10/30/2013,CHA,99,BRK,104
10/30/2013,MIN,123,DAL,122
10/30/2013,DET,109,DEN,118
10/30/2013,SAS,125,LAL,109
10/30/2013,UTA,86,MEM,96
10/30/2013,TOR,107,NOP,100
10/30/2013,IND,86,NYK,92
10/30/2013,CHI,102,PHI,94
10/30/2013,ORL,93,PHO,109
10/30/2013,OKC,102,CLE,95
10/30/2013,MIL,110,GSW,115
10/30/2013,MIN,106,HOU,129
10/30/2013,WAS,103,POR,116
10/30/2013,NOP,111,ATL,105
10/30/2013,BOS,98,BRK,114
10/30/2013,DEN,106,DAL,122
10/30/2013,CHI,79,IND,91
10/30/2013,WAS,117,LAL,107
10/30/2013,MEM,86,MIA,91
10/30/2013,NYK,93,PHI,92
10/30/2013,DET,92,PHO,98
10/30/2013,SAS,99,SAC,79
10/30/2013,OKC,119,TOR,118
10/30/2013,POR,94,CHA,124
10/30/2013,PHI,81,CHI,91
10/30/2013,HOU,118,CLE,111
10/30/2013,SAS,99,GSW,90
10/30/2013,DET,103,LAC,112
10/30/2013,IND,71,MEM,82
10/30/2013,MIA,95,NOP,105
10/30/2013,ORL,88,UTA,89
10/30/2013,BRK,107,DAL,104
10/30/2013,WAS,102,DEN,105
10/30/2013,ORL,94,LAL,103
10/30/2013,PHO,127,MIN,120
10/30/2013,CLE,106,NYK,100
10/30/2013,MIL,107,SAC,124
10/30/2013,ATL,86,TOR,96
10/30/2013,PHO,102,ATL,95
10/30/2013,HOU,100,CHA,89
10/30/2013,IND,77,CHI,89
10/30/2013,MIL,98,LAC,106
10/30/2013,MIN,92,MEM,109
10/30/2013,POR,91,MIA,93
10/30/2013,BRK,104,NOP,109
10/30/2013,DEN,96,OKC,117
10/30/2013,PHI,91,SAS,113
10/30/2013,DET,114,UTA,94
10/30/2013,TOR,100,CLE,102
10/30/2013,OKC,119,DAL,128
10/30/2013,NYK,96,LAL,127
10/30/2013,POR,85,ORL,95
10/30/2013,TOR,99,BOS,90
10/30/2013,BRK,111,CHA,116
10/30/2013,CLE,97,DET,96
10/30/2013,MIA,83,IND,84
10/30/2013,ATL,83,MIN,107
10/30/2013,LAC,96,NOP,98
10/30/2013,NYK,107,SAC,99
10/30/2013,DEN,103,SAS,108
10/30/2013,MEM,91,UTA,87
10/30/2013,PHO,99,WAS,93
10/30/2013,POR,100,ATL,85
10/30/2013,LAC,109,DAL,103
10/30/2013,PHI,98,HOU,120
10/30/2013,LAL,105,MIL,108
10/30/2013,CLE,97,BRK,108
10/30/2013,POR,91,CHI,74
10/30/2013,SAS,133,DEN,102
10/30/2013,MIA,110,DET,78
10/30/2013,MEM,93,GSW,100
10/30/2013,LAL,107,MIN,143
10/30/2013,UTA,95,NOP,102
10/30/2013,SAC,81,OKC,94
10/30/2013,CHA,105,ORL,110
10/30/2013,NYK,88,PHO,112
10/30/2013,BOS,103,TOR,105
10/30/2013,IND,78,WAS,91
10/30/2013,SAC,100,DAL,103
10/30/2013,LAC,118,HOU,107
10/30/2013,MIA,88,MIL,67
10/30/2013,DET,98,PHI,123
10/30/2013,NOP,80,SAS,96
10/30/2013,ATL,97,WAS,101
10/30/2013,CHI,107,BOS,102
10/30/2013,MIN,99,BRK,114
10/30/2013,IND,76,CLE,90
10/30/2013,NYK,89,GSW,84
10/30/2013,PHO,99,LAL,115
10/30/2013,UTA,96,OKC,116
10/30/2013,TOR,98,ORL,93
10/30/2013,MEM,98,POR,105
10/30/2013,PHI,95,ATL,103
10/30/2013,WAS,94,CHA,100
10/30/2013,BOS,80,CHI,94
10/30/2013,MEM,94,DEN,92
10/30/2013,MIL,111,DET,116
10/30/2013,SAS,103,IND,77
10/30/2013,TOR,83,MIA,93
10/30/2013,LAC,114,MIN,104
10/30/2013,SAC,102,NOP,97
10/30/2013,NYK,92,UTA,83
10/30/2013,HOU,96,BRK,105
10/30/2013,GSW,122,DAL,120
10/30/2013,POR,124,LAL,112
10/30/2013,CHI,105,ATL,92
10/30/2013,NOP,107,DEN,137
10/30/2013,DET,94,IND,101
10/30/2013,MIL,77,MIA,96
10/30/2013,MEM,88,MIN,102
10/30/2013,BRK,81,NYK,110
10/30/2013,CLE,119,ORL,98
10/30/2013,CHA,123,PHI,93
10/30/2013,LAC,112,PHO,108
10/30/2013,LAL,102,SAC,107
10/30/2013,GSW,90,SAS,111
10/30/2013,HOU,103,TOR,107
10/30/2013,BOS,92,WAS,118
10/30/2013,DAL,113,LAC,107
10/30/2013,SAS,94,OKC,106
10/30/2013,CLE,98,ATL,117
10/30/2013,PHI,111,BOS,102
10/30/2013,DET,104,BRK,116
10/30/2013,ORL,80,CHA,91
10/30/2013,MIL,90,CHI,102
10/30/2013,SAC,69,GSW,102
10/30/2013,OKC,107,HOU,111
10/30/2013,DAL,107,LAL,95
10/30/2013,DEN,92,MEM,100
10/30/2013,MIN,122,MIA,121
10/30/2013,WAS,90,NYK,89
10/30/2013,PHO,109,POR,93
10/30/2013,IND,94,TOR,102
10/30/2013,NOP,96,UTA,100
10/30/2013,CHA,96,CLE,94
10/30/2013,BOS,111,DET,115
10/30/2013,TOR,102,MIL,98
10/30/2013,MIN,92,ORL,100
10/30/2013,BRK,105,PHI,101
10/30/2013,CHI,96,WAS,78
10/30/2013,UTA,102,GSW,130
10/30/2013,DEN,125,HOU,130
10/30/2013,ATL,107,IND,88
10/30/2013,LAL,97,LAC,120
10/30/2013,NYK,91,MIA,102
10/30/2013,OKC,115,PHO,122
10/30/2013,NOP,94,POR,100
10/30/2013,DAL,93,SAC,91
10/30/2013,MEM,92,SAS,112
10/30/2013,DET,102,ATL,95
10/30/2013,HOU,145,LAL,130
10/30/2013,BRK,88,MIA,87
10/30/2013,SAS,91,MIN,110
10/30/2013,OKC,107,SAC,92
10/30/2013,DAL,95,UTA,83
10/30/2013,BOS,97,ATL,105
10/30/2013,DET,100,CLE,122
10/30/2013,HOU,116,DEN,123
10/30/2013,OKC,107,LAC,101
10/30/2013,MIA,102,MEM,107
10/30/2013,IND,104,MIL,102
10/30/2013,CHI,102,MIN,87
10/30/2013,PHO,94,NOP,88
10/30/2013,BRK,111,ORL,115
10/30/2013,SAC,99,POR,100
10/30/2013,PHI,114,TOR,125
10/30/2013,CHA,94,WAS,88
10/30/2013,SAS,109,DAL,100
10/30/2013,DEN,100,GSW,99
10/30/2013,CHA,103,BOS,106
10/30/2013,ATL,93,BRK,88
10/30/2013,DET,98,CHI,106
10/30/2013,GSW,112,LAL,95
10/30/2013,PHI,95,MEM,117
10/30/2013,IND,86,MIA,98
10/30/2013,CLE,116,MIL,119
10/30/2013,HOU,110,MIN,112
10/30/2013,NOP,94,OKC,116
10/30/2013,WAS,96,ORL,86
10/30/2013,PHO,104,SAS,112
10/30/2013,NYK,108,TOR,100
10/30/2013,POR,111,UTA,99
10/30/2013,MIA,85,ATL,98
10/30/2013,PHI,105,CHA,111
10/30/2013,BOS,111,CLE,99
10/30/2013,PHO,98,DAL,101
10/30/2013,UTA,94,DEN,101
10/30/2013,NOP,104,HOU,111
10/30/2013,SAC,101,LAC,117
10/30/2013,MIL,91,WAS,104
10/30/2013,ORL,88,BRK,97
10/30/2013,TOR,116,DET,107
10/30/2013,OKC,97,IND,102
10/30/2013,MEM,102,LAL,90
10/30/2013,CHI,89,NYK,100
10/30/2013,GSW,117,POR,119
10/30/2013,MIN,103,SAC,106
10/30/2013,CHA,95,ATL,93
10/30/2013,ORL,95,CHI,108
10/30/2013,MIN,120,GSW,130
10/30/2013,SAS,98,HOU,104
10/30/2013,OKC,89,NOP,101
10/30/2013,BOS,108,PHI,113
10/30/2013,MEM,97,PHO,91
10/30/2013,MIL,100,TOR,110
10/30/2013,LAL,119,UTA,104
10/30/2013,MIA,93,WAS,114
10/30/2013,NYK,109,BRK,98
10/30/2013,DEN,105,LAC,117
10/30/2013,WAS,118,BOS,102
10/30/2013,CHI,86,CHA,91
10/30/2013,BRK,85,CLE,114
10/30/2013,GSW,116,DEN,112
10/30/2013,DAL,105,MEM,106
10/30/2013,PHI,100,MIA,87
10/30/2013,ATL,111,MIL,103
10/30/2013,UTA,136,MIN,130
10/30/2013,HOU,100,NOP,105
10/30/2013,TOR,92,NYK,95
10/30/2013,DET,111,OKC,112
10/30/2013,IND,101,ORL,86
10/30/2013,LAC,104,POR,110
10/30/2013,PHO,104,SAC,99
10/30/2013,LAL,113,SAS,100
